PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
652,1,2,female,18,0,1,23,,1
653,0,3,male,21,0,0,8.4333,,1
654,1,3,female,,0,0,7.8292,,2
655,0,3,female,18,0,0,6.75,,2
656,0,2,male,24,2,0,73.5,,1
657,0,3,male,,0,0,7.8958,,1
658,0,3,female,32,1,1,15.5,,2
659,0,2,male,23,0,0,13,,1
660,0,1,male,58,0,2,113.275,D48,3
661,1,1,male,50,2,0,133.65,,1
662,0,3,male,40,0,0,7.225,,3
663,0,1,male,47,0,0,25.5875,E58,1
664,0,3,male,36,0,0,7.4958,,1
665,1,3,male,20,1,0,7.925,,1
666,0,2,male,32,2,0,73.5,,1
667,0,2,male,25,0,0,13,,1
668,0,3,male,,0,0,7.775,,1
669,0,3,male,43,0,0,8.05,,1
670,1,1,female,,1,0,52,C126,1
671,1,2,female,40,1,1,39,,1
672,0,1,male,31,1,0,52,B71,1
673,0,2,male,70,0,0,10.5,,1
674,1,2,male,31,0,0,13,,1
675,0,2,male,,0,0,0,,1
676,0,3,male,18,0,0,7.775,,1
677,0,3,male,24.5,0,0,8.05,,1
678,1,3,female,18,0,0,9.8417,,1
679,0,3,female,43,1,6,46.9,,1
680,1,1,male,36,0,1,512.3292,B51 B53 B55,3
681,0,3,female,,0,0,8.1375,,2
682,1,1,male,27,0,0,76.7292,D49,3
683,0,3,male,20,0,0,9.225,,1
684,0,3,male,14,5,2,46.9,,1
685,0,2,male,60,1,1,39,,1
686,0,2,male,25,1,2,41.5792,,3
687,0,3,male,14,4,1,39.6875,,1
688,0,3,male,19,0,0,10.1708,,1
689,0,3,male,18,0,0,7.7958,,1
690,1,1,female,15,0,1,211.3375,B5,1
691,1,1,male,31,1,0,57,B20,1
692,1,3,female,4,0,1,13.4167,,3
693,1,3,male,,0,0,56.4958,,1
694,0,3,male,25,0,0,7.225,,3
695,0,1,male,60,0,0,26.55,,1
696,0,2,male,52,0,0,13.5,,1
697,0,3,male,44,0,0,8.05,,1
698,1,3,female,,0,0,7.7333,,2
699,0,1,male,49,1,1,110.8833,C68,3
700,0,3,male,42,0,0,7.65,F G63,1
701,1,1,female,18,1,0,227.525,C62 C64,3
702,1,1,male,35,0,0,26.2875,E24,1
703,0,3,female,18,0,1,14.4542,,3
704,0,3,male,25,0,0,7.7417,,2
705,0,3,male,26,1,0,7.8542,,1
706,0,2,male,39,0,0,26,,1
707,1,2,female,45,0,0,13.5,,1
708,1,1,male,42,0,0,26.2875,E24,1
709,1,1,female,22,0,0,151.55,,1
710,1,3,male,,1,1,15.2458,,3
711,1,1,female,24,0,0,49.5042,C90,3
712,0,1,male,,0,0,26.55,C124,1
713,1,1,male,48,1,0,52,C126,1
714,0,3,male,29,0,0,9.4833,,1
715,0,2,male,52,0,0,13,,1
716,0,3,male,19,0,0,7.65,F G73,1
717,1,1,female,38,0,0,227.525,C45,3
718,1,2,female,27,0,0,10.5,E101,1
719,0,3,male,,0,0,15.5,,2
720,0,3,male,33,0,0,7.775,,1
721,1,2,female,6,0,1,33,,1
722,0,3,male,17,1,0,7.0542,,1
723,0,2,male,34,0,0,13,,1
724,0,2,male,50,0,0,13,,1
725,1,1,male,27,1,0,53.1,E8,1
726,0,3,male,20,0,0,8.6625,,1
727,1,2,female,30,3,0,21,,1
728,1,3,female,,0,0,7.7375,,2
729,0,2,male,25,1,0,26,,1
730,0,3,female,25,1,0,7.925,,1
731,1,1,female,29,0,0,211.3375,B5,1
732,0,3,male,11,0,0,18.7875,,3
733,0,2,male,,0,0,0,,1
734,0,2,male,23,0,0,13,,1
735,0,2,male,23,0,0,13,,1
736,0,3,male,28.5,0,0,16.1,,1
737,0,3,female,48,1,3,34.375,,1
738,1,1,male,35,0,0,512.3292,B101,3
739,0,3,male,,0,0,7.8958,,1
740,0,3,male,,0,0,7.8958,,1
741,1,1,male,,0,0,30,D45,1
742,0,1,male,36,1,0,78.85,C46,1
743,1,1,female,21,2,2,262.375,B57 B59 B63 B66,3
744,0,3,male,24,1,0,16.1,,1
745,1,3,male,31,0,0,7.925,,1
746,0,1,male,70,1,1,71,B22,1
747,0,3,male,16,1,1,20.25,,1
748,1,2,female,30,0,0,13,,1
749,0,1,male,19,1,0,53.1,D30,1
750,0,3,male,31,0,0,7.75,,2
751,1,2,female,4,1,1,23,,1
752,1,3,male,6,0,1,12.475,E121,1
753,0,3,male,33,0,0,9.5,,1
754,0,3,male,23,0,0,7.8958,,1
755,1,2,female,48,1,2,65,,1
756,1,2,male,0.67,1,1,14.5,,1
757,0,3,male,28,0,0,7.7958,,1
758,0,2,male,18,0,0,11.5,,1
759,0,3,male,34,0,0,8.05,,1
760,1,1,female,33,0,0,86.5,B77,1
761,0,3,male,,0,0,14.5,,1
762,0,3,male,41,0,0,7.125,,1
763,1,3,male,20,0,0,7.2292,,3
764,1,1,female,36,1,2,120,B96 B98,1
765,0,3,male,16,0,0,7.775,,1
766,1,1,female,51,1,0,77.9583,D11,1
767,0,1,male,,0,0,39.6,,3
768,0,3,female,30.5,0,0,7.75,,2
769,0,3,male,,1,0,24.15,,2
770,0,3,male,32,0,0,8.3625,,1
771,0,3,male,24,0,0,9.5,,1
772,0,3,male,48,0,0,7.8542,,1
773,0,2,female,57,0,0,10.5,E77,1
774,0,3,male,,0,0,7.225,,3
775,1,2,female,54,1,3,23,,1
776,0,3,male,18,0,0,7.75,,1
777,0,3,male,,0,0,7.75,F38,2
778,1,3,female,5,0,0,12.475,,1
779,0,3,male,,0,0,7.7375,,2
780,1,1,female,43,0,1,211.3375,B3,1
781,1,3,female,13,0,0,7.2292,,3
782,1,1,female,17,1,0,57,B20,1
783,0,1,male,29,0,0,30,D6,1
784,0,3,male,,1,2,23.45,,1
785,0,3,male,25,0,0,7.05,,1
786,0,3,male,25,0,0,7.25,,1
787,1,3,female,18,0,0,7.4958,,1
788,0,3,male,8,4,1,29.125,,2
789,1,3,male,1,1,2,20.575,,1
790,0,1,male,46,0,0,79.2,B82 B84,3
791,0,3,male,,0,0,7.75,,2
792,0,2,male,16,0,0,26,,1
793,0,3,female,,8,2,69.55,,1
794,0,1,male,,0,0,30.6958,,3
795,0,3,male,25,0,0,7.8958,,1
796,0,2,male,39,0,0,13,,1
797,1,1,female,49,0,0,25.9292,D17,1
798,1,3,female,31,0,0,8.6833,,1
799,0,3,male,30,0,0,7.2292,,3
800,0,3,female,30,1,1,24.15,,1
801,0,2,male,34,0,0,13,,1
802,1,2,female,31,1,1,26.25,,1
803,1,1,male,11,1,2,120,B96 B98,1
804,1,3,male,0.42,0,1,8.5167,,3
805,1,3,male,27,0,0,6.975,,1
806,0,3,male,31,0,0,7.775,,1
807,0,1,male,39,0,0,0,A36,1
808,0,3,female,18,0,0,7.775,,1
809,0,2,male,39,0,0,13,,1
810,1,1,female,33,1,0,53.1,E8,1
811,0,3,male,26,0,0,7.8875,,1
812,0,3,male,39,0,0,24.15,,1
813,0,2,male,35,0,0,10.5,,1
814,0,3,female,6,4,2,31.275,,1
815,0,3,male,30.5,0,0,8.05,,1
816,0,1,male,,0,0,0,B102,1
817,0,3,female,23,0,0,7.925,,1
818,0,2,male,31,1,1,37.0042,,3
819,0,3,male,43,0,0,6.45,,1
820,0,3,male,10,3,2,27.9,,1
821,1,1,female,52,1,1,93.5,B69,1
822,1,3,male,27,0,0,8.6625,,1
823,0,1,male,38,0,0,0,,1
824,1,3,female,27,0,1,12.475,E121,1
825,0,3,male,2,4,1,39.6875,,1
826,0,3,male,,0,0,6.95,,2
827,0,3,male,,0,0,56.4958,,1
828,1,2,male,1,0,2,37.0042,,3
829,1,3,male,,0,0,7.75,,2
830,1,1,female,62,0,0,80,B28,
831,1,3,female,15,1,0,14.4542,,3
832,1,2,male,0.83,1,1,18.75,,1
833,0,3,male,,0,0,7.2292,,3
834,0,3,male,23,0,0,7.8542,,1
835,0,3,male,18,0,0,8.3,,1
836,1,1,female,39,1,1,83.1583,E49,3
837,0,3,male,21,0,0,8.6625,,1
838,0,3,male,,0,0,8.05,,1
839,1,3,male,32,0,0,56.4958,,1
840,1,1,male,,0,0,29.7,C47,3
841,0,3,male,20,0,0,7.925,,1
842,0,2,male,16,0,0,10.5,,1
843,1,1,female,30,0,0,31,,3
844,0,3,male,34.5,0,0,6.4375,,3
845,0,3,male,17,0,0,8.6625,,1
846,0,3,male,42,0,0,7.55,,1
847,0,3,male,,8,2,69.55,,1
848,0,3,male,35,0,0,7.8958,,3
849,0,2,male,28,0,1,33,,1
850,1,1,female,,1,0,89.1042,C92,3
851,0,3,male,4,4,2,31.275,,1
852,0,3,male,74,0,0,7.775,,1
853,0,3,female,9,1,1,15.2458,,3
854,1,1,female,16,0,1,39.4,D28,1
855,0,2,female,44,1,0,26,,1
856,1,3,female,18,0,1,9.35,,1
857,1,1,female,45,1,1,164.8667,,1
858,1,1,male,51,0,0,26.55,E17,1
859,1,3,female,24,0,3,19.2583,,3
860,0,3,male,,0,0,7.2292,,3
861,0,3,male,41,2,0,14.1083,,1
862,0,2,male,21,1,0,11.5,,1
863,1,1,female,48,0,0,25.9292,D17,1
864,0,3,female,,8,2,69.55,,1
865,0,2,male,24,0,0,13,,1
866,1,2,female,42,0,0,13,,1
867,1,2,female,27,1,0,13.8583,,3
868,0,1,male,31,0,0,50.4958,A24,1
869,0,3,male,,0,0,9.5,,1
870,1,3,male,4,1,1,11.1333,,1
871,0,3,male,26,0,0,7.8958,,1
872,1,1,female,47,1,1,52.5542,D35,1
873,0,1,male,33,0,0,5,B51 B53 B55,1
874,0,3,male,47,0,0,9,,1
875,1,2,female,28,1,0,24,,3
876,1,3,female,15,0,0,7.225,,3
877,0,3,male,20,0,0,9.8458,,1
878,0,3,male,19,0,0,7.8958,,1
879,0,3,male,,0,0,7.8958,,1
880,1,1,female,56,0,1,83.1583,C50,3
881,1,2,female,25,0,1,26,,1
882,0,3,male,33,0,0,7.8958,,1
883,0,3,female,22,0,0,10.5167,,1
884,0,2,male,28,0,0,10.5,,1
885,0,3,male,25,0,0,7.05,,1
886,0,3,female,39,0,5,29.125,,2
887,0,2,male,27,0,0,13,,1
888,1,1,female,19,0,0,30,B42,1
889,0,3,female,,1,2,23.45,,1
890,1,1,male,26,0,0,30,C148,3
891,0,3,male,32,0,0,7.75,,2
