PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
572,1,1,1,53,2,0,51.4792,C101,1
573,1,1,0,36,0,0,26.3875,E25,1
574,1,3,1,NaN,0,0,7.75,NaN,2
575,0,3,0,16,0,0,8.05,NaN,1
576,0,3,0,19,0,0,14.5,NaN,1
577,1,2,1,34,0,0,13,NaN,1
578,1,1,1,39,1,0,55.9,E44,1
579,0,3,1,NaN,1,0,14.4583,NaN,3
580,1,3,0,32,0,0,7.925,NaN,1
581,1,2,1,25,1,1,30,NaN,1
582,1,1,1,39,1,1,110.8833,C68,3
583,0,2,0,54,0,0,26,NaN,1
584,0,1,0,36,0,0,40.125,A10,3
585,0,3,0,NaN,0,0,8.7125,NaN,3
586,1,1,1,18,0,2,79.65,E68,1
587,0,2,0,47,0,0,15,NaN,1
588,1,1,0,60,1,1,79.2,B41,3
589,0,3,0,22,0,0,8.05,NaN,1
590,0,3,0,NaN,0,0,8.05,NaN,1
591,0,3,0,35,0,0,7.125,NaN,1
592,1,1,1,52,1,0,78.2667,D20,3
593,0,3,0,47,0,0,7.25,NaN,1
594,0,3,1,NaN,0,2,7.75,NaN,2
595,0,2,0,37,1,0,26,NaN,1
596,0,3,0,36,1,1,24.15,NaN,1
597,1,2,1,NaN,0,0,33,NaN,1
598,0,3,0,49,0,0,0,NaN,1
599,0,3,0,NaN,0,0,7.225,NaN,3
600,1,1,0,49,1,0,56.9292,A20,3
601,1,2,1,24,2,1,27,NaN,1
602,0,3,0,NaN,0,0,7.8958,NaN,1
603,0,1,0,NaN,0,0,42.4,NaN,1
604,0,3,0,44,0,0,8.05,NaN,1
605,1,1,0,35,0,0,26.55,NaN,3
606,0,3,0,36,1,0,15.55,NaN,1
607,0,3,0,30,0,0,7.8958,NaN,1
608,1,1,0,27,0,0,30.5,NaN,1
609,1,2,1,22,1,2,41.5792,NaN,3
610,1,1,1,40,0,0,153.4625,C125,1
611,0,3,1,39,1,5,31.275,NaN,1
612,0,3,0,NaN,0,0,7.05,NaN,1
613,1,3,1,NaN,1,0,15.5,NaN,2
614,0,3,0,NaN,0,0,7.75,NaN,2
615,0,3,0,35,0,0,8.05,NaN,1
616,1,2,1,24,1,2,65,NaN,1
617,0,3,0,34,1,1,14.4,NaN,1
618,0,3,1,26,1,0,16.1,NaN,1
619,1,2,1,4,2,1,39,F4,1
620,0,2,0,26,0,0,10.5,NaN,1
621,0,3,0,27,1,0,14.4542,NaN,3
622,1,1,0,42,1,0,52.5542,D19,1
623,1,3,0,20,1,1,15.7417,NaN,3
624,0,3,0,21,0,0,7.8542,NaN,1
625,0,3,0,21,0,0,16.1,NaN,1
626,0,1,0,61,0,0,32.3208,D50,1
627,0,2,0,57,0,0,12.35,NaN,2
628,1,1,1,21,0,0,77.9583,D9,1
629,0,3,0,26,0,0,7.8958,NaN,1
630,0,3,0,NaN,0,0,7.7333,NaN,2
631,1,1,0,80,0,0,30,A23,1
632,0,3,0,51,0,0,7.0542,NaN,1
633,1,1,0,32,0,0,30.5,B50,3
634,0,1,0,NaN,0,0,0,NaN,1
635,0,3,1,9,3,2,27.9,NaN,1
636,1,2,1,28,0,0,13,NaN,1
637,0,3,0,32,0,0,7.925,NaN,1
638,0,2,0,31,1,1,26.25,NaN,1
639,0,3,1,41,0,5,39.6875,NaN,1
640,0,3,0,NaN,1,0,16.1,NaN,1
641,0,3,0,20,0,0,7.8542,NaN,1
642,1,1,1,24,0,0,69.3,B35,3
643,0,3,1,2,3,2,27.9,NaN,1
644,1,3,0,NaN,0,0,56.4958,NaN,1
645,1,3,1,0.75,2,1,19.2583,NaN,3
646,1,1,0,48,1,0,76.7292,D33,3
647,0,3,0,19,0,0,7.8958,NaN,1
648,1,1,0,56,0,0,35.5,A26,3
649,0,3,0,NaN,0,0,7.55,NaN,1
650,1,3,1,23,0,0,7.55,NaN,1
651,0,3,0,NaN,0,0,7.8958,NaN,1
652,1,2,1,18,0,1,23,NaN,1
653,0,3,0,21,0,0,8.4333,NaN,1
654,1,3,1,NaN,0,0,7.8292,NaN,2
655,0,3,1,18,0,0,6.75,NaN,2
656,0,2,0,24,2,0,73.5,NaN,1
657,0,3,0,NaN,0,0,7.8958,NaN,1
658,0,3,1,32,1,1,15.5,NaN,2
659,0,2,0,23,0,0,13,NaN,1
660,0,1,0,58,0,2,113.275,D48,3
661,1,1,0,50,2,0,133.65,NaN,1
662,0,3,0,40,0,0,7.225,NaN,3
663,0,1,0,47,0,0,25.5875,E58,1
664,0,3,0,36,0,0,7.4958,NaN,1
665,1,3,0,20,1,0,7.925,NaN,1
666,0,2,0,32,2,0,73.5,NaN,1
667,0,2,0,25,0,0,13,NaN,1
668,0,3,0,NaN,0,0,7.775,NaN,1
669,0,3,0,43,0,0,8.05,NaN,1
670,1,1,1,NaN,1,0,52,C126,1
671,1,2,1,40,1,1,39,NaN,1
672,0,1,0,31,1,0,52,B71,1
673,0,2,0,70,0,0,10.5,NaN,1
674,1,2,0,31,0,0,13,NaN,1
675,0,2,0,NaN,0,0,0,NaN,1
676,0,3,0,18,0,0,7.775,NaN,1
677,0,3,0,24.5,0,0,8.05,NaN,1
678,1,3,1,18,0,0,9.8417,NaN,1
679,0,3,1,43,1,6,46.9,NaN,1
680,1,1,0,36,0,1,512.3292,B51 B53 B55,3
681,0,3,1,NaN,0,0,8.1375,NaN,2
682,1,1,0,27,0,0,76.7292,D49,3
683,0,3,0,20,0,0,9.225,NaN,1
684,0,3,0,14,5,2,46.9,NaN,1
685,0,2,0,60,1,1,39,NaN,1
686,0,2,0,25,1,2,41.5792,NaN,3
687,0,3,0,14,4,1,39.6875,NaN,1
688,0,3,0,19,0,0,10.1708,NaN,1
689,0,3,0,18,0,0,7.7958,NaN,1
690,1,1,1,15,0,1,211.3375,B5,1
691,1,1,0,31,1,0,57,B20,1
692,1,3,1,4,0,1,13.4167,NaN,3
693,1,3,0,NaN,0,0,56.4958,NaN,1
694,0,3,0,25,0,0,7.225,NaN,3
695,0,1,0,60,0,0,26.55,NaN,1
696,0,2,0,52,0,0,13.5,NaN,1
697,0,3,0,44,0,0,8.05,NaN,1
698,1,3,1,NaN,0,0,7.7333,NaN,2
699,0,1,0,49,1,1,110.8833,C68,3
700,0,3,0,42,0,0,7.65,F G63,1
701,1,1,1,18,1,0,227.525,C62 C64,3
702,1,1,0,35,0,0,26.2875,E24,1
703,0,3,1,18,0,1,14.4542,NaN,3
704,0,3,0,25,0,0,7.7417,NaN,2
705,0,3,0,26,1,0,7.8542,NaN,1
706,0,2,0,39,0,0,26,NaN,1
707,1,2,1,45,0,0,13.5,NaN,1
708,1,1,0,42,0,0,26.2875,E24,1
709,1,1,1,22,0,0,151.55,NaN,1
710,1,3,0,NaN,1,1,15.2458,NaN,3
711,1,1,1,24,0,0,49.5042,C90,3
712,0,1,0,NaN,0,0,26.55,C124,1
713,1,1,0,48,1,0,52,C126,1
714,0,3,0,29,0,0,9.4833,NaN,1
715,0,2,0,52,0,0,13,NaN,1
716,0,3,0,19,0,0,7.65,F G73,1
717,1,1,1,38,0,0,227.525,C45,3
718,1,2,1,27,0,0,10.5,E101,1
719,0,3,0,NaN,0,0,15.5,NaN,2
720,0,3,0,33,0,0,7.775,NaN,1
721,1,2,1,6,0,1,33,NaN,1
722,0,3,0,17,1,0,7.0542,NaN,1
723,0,2,0,34,0,0,13,NaN,1
724,0,2,0,50,0,0,13,NaN,1
725,1,1,0,27,1,0,53.1,E8,1
726,0,3,0,20,0,0,8.6625,NaN,1
727,1,2,1,30,3,0,21,NaN,1
728,1,3,1,NaN,0,0,7.7375,NaN,2
729,0,2,0,25,1,0,26,NaN,1
730,0,3,1,25,1,0,7.925,NaN,1
731,1,1,1,29,0,0,211.3375,B5,1
732,0,3,0,11,0,0,18.7875,NaN,3
733,0,2,0,NaN,0,0,0,NaN,1
734,0,2,0,23,0,0,13,NaN,1
735,0,2,0,23,0,0,13,NaN,1
736,0,3,0,28.5,0,0,16.1,NaN,1
737,0,3,1,48,1,3,34.375,NaN,1
738,1,1,0,35,0,0,512.3292,B101,3
739,0,3,0,NaN,0,0,7.8958,NaN,1
740,0,3,0,NaN,0,0,7.8958,NaN,1
741,1,1,0,NaN,0,0,30,D45,1
742,0,1,0,36,1,0,78.85,C46,1
743,1,1,1,21,2,2,262.375,B57 B59 B63 B66,3
744,0,3,0,24,1,0,16.1,NaN,1
745,1,3,0,31,0,0,7.925,NaN,1
746,0,1,0,70,1,1,71,B22,1
747,0,3,0,16,1,1,20.25,NaN,1
748,1,2,1,30,0,0,13,NaN,1
749,0,1,0,19,1,0,53.1,D30,1
750,0,3,0,31,0,0,7.75,NaN,2
751,1,2,1,4,1,1,23,NaN,1
752,1,3,0,6,0,1,12.475,E121,1
753,0,3,0,33,0,0,9.5,NaN,1
754,0,3,0,23,0,0,7.8958,NaN,1
755,1,2,1,48,1,2,65,NaN,1
756,1,2,0,0.67,1,1,14.5,NaN,1
757,0,3,0,28,0,0,7.7958,NaN,1
758,0,2,0,18,0,0,11.5,NaN,1
759,0,3,0,34,0,0,8.05,NaN,1
760,1,1,1,33,0,0,86.5,B77,1
761,0,3,0,NaN,0,0,14.5,NaN,1
762,0,3,0,41,0,0,7.125,NaN,1
763,1,3,0,20,0,0,7.2292,NaN,3
764,1,1,1,36,1,2,120,B96 B98,1
765,0,3,0,16,0,0,7.775,NaN,1
766,1,1,1,51,1,0,77.9583,D11,1
767,0,1,0,NaN,0,0,39.6,NaN,3
768,0,3,1,30.5,0,0,7.75,NaN,2
769,0,3,0,NaN,1,0,24.15,NaN,2
770,0,3,0,32,0,0,8.3625,NaN,1
771,0,3,0,24,0,0,9.5,NaN,1
772,0,3,0,48,0,0,7.8542,NaN,1
773,0,2,1,57,0,0,10.5,E77,1
774,0,3,0,NaN,0,0,7.225,NaN,3
775,1,2,1,54,1,3,23,NaN,1
776,0,3,0,18,0,0,7.75,NaN,1
777,0,3,0,NaN,0,0,7.75,F38,2
778,1,3,1,5,0,0,12.475,NaN,1
779,0,3,0,NaN,0,0,7.7375,NaN,2
780,1,1,1,43,0,1,211.3375,B3,1
781,1,3,1,13,0,0,7.2292,NaN,3
782,1,1,1,17,1,0,57,B20,1
783,0,1,0,29,0,0,30,D6,1
784,0,3,0,NaN,1,2,23.45,NaN,1
785,0,3,0,25,0,0,7.05,NaN,1
786,0,3,0,25,0,0,7.25,NaN,1
787,1,3,1,18,0,0,7.4958,NaN,1
788,0,3,0,8,4,1,29.125,NaN,2
789,1,3,0,1,1,2,20.575,NaN,1
790,0,1,0,46,0,0,79.2,B82 B84,3
791,0,3,0,NaN,0,0,7.75,NaN,2
792,0,2,0,16,0,0,26,NaN,1
793,0,3,1,NaN,8,2,69.55,NaN,1
794,0,1,0,NaN,0,0,30.6958,NaN,3
795,0,3,0,25,0,0,7.8958,NaN,1
796,0,2,0,39,0,0,13,NaN,1
797,1,1,1,49,0,0,25.9292,D17,1
798,1,3,1,31,0,0,8.6833,NaN,1
799,0,3,0,30,0,0,7.2292,NaN,3
800,0,3,1,30,1,1,24.15,NaN,1
801,0,2,0,34,0,0,13,NaN,1
802,1,2,1,31,1,1,26.25,NaN,1
803,1,1,0,11,1,2,120,B96 B98,1
804,1,3,0,0.42,0,1,8.5167,NaN,3
805,1,3,0,27,0,0,6.975,NaN,1
806,0,3,0,31,0,0,7.775,NaN,1
807,0,1,0,39,0,0,0,A36,1
808,0,3,1,18,0,0,7.775,NaN,1
809,0,2,0,39,0,0,13,NaN,1
810,1,1,1,33,1,0,53.1,E8,1
811,0,3,0,26,0,0,7.8875,NaN,1
812,0,3,0,39,0,0,24.15,NaN,1
813,0,2,0,35,0,0,10.5,NaN,1
814,0,3,1,6,4,2,31.275,NaN,1
815,0,3,0,30.5,0,0,8.05,NaN,1
816,0,1,0,NaN,0,0,0,B102,1
817,0,3,1,23,0,0,7.925,NaN,1
818,0,2,0,31,1,1,37.0042,NaN,3
819,0,3,0,43,0,0,6.45,NaN,1
820,0,3,0,10,3,2,27.9,NaN,1
821,1,1,1,52,1,1,93.5,B69,1
822,1,3,0,27,0,0,8.6625,NaN,1
823,0,1,0,38,0,0,0,NaN,1
824,1,3,1,27,0,1,12.475,E121,1
825,0,3,0,2,4,1,39.6875,NaN,1
826,0,3,0,NaN,0,0,6.95,NaN,2
827,0,3,0,NaN,0,0,56.4958,NaN,1
828,1,2,0,1,0,2,37.0042,NaN,3
829,1,3,0,NaN,0,0,7.75,NaN,2
830,1,1,1,62,0,0,80,B28,
831,1,3,1,15,1,0,14.4542,NaN,3
832,1,2,0,0.83,1,1,18.75,NaN,1
833,0,3,0,NaN,0,0,7.2292,NaN,3
834,0,3,0,23,0,0,7.8542,NaN,1
835,0,3,0,18,0,0,8.3,NaN,1
836,1,1,1,39,1,1,83.1583,E49,3
837,0,3,0,21,0,0,8.6625,NaN,1
838,0,3,0,NaN,0,0,8.05,NaN,1
839,1,3,0,32,0,0,56.4958,NaN,1
840,1,1,0,NaN,0,0,29.7,C47,3
841,0,3,0,20,0,0,7.925,NaN,1
842,0,2,0,16,0,0,10.5,NaN,1
843,1,1,1,30,0,0,31,NaN,3
844,0,3,0,34.5,0,0,6.4375,NaN,3
845,0,3,0,17,0,0,8.6625,NaN,1
846,0,3,0,42,0,0,7.55,NaN,1
847,0,3,0,NaN,8,2,69.55,NaN,1
848,0,3,0,35,0,0,7.8958,NaN,3
849,0,2,0,28,0,1,33,NaN,1
850,1,1,1,NaN,1,0,89.1042,C92,3
851,0,3,0,4,4,2,31.275,NaN,1
852,0,3,0,74,0,0,7.775,NaN,1
853,0,3,1,9,1,1,15.2458,NaN,3
854,1,1,1,16,0,1,39.4,D28,1
855,0,2,1,44,1,0,26,NaN,1
856,1,3,1,18,0,1,9.35,NaN,1
857,1,1,1,45,1,1,164.8667,NaN,1
858,1,1,0,51,0,0,26.55,E17,1
859,1,3,1,24,0,3,19.2583,NaN,3
860,0,3,0,NaN,0,0,7.2292,NaN,3
861,0,3,0,41,2,0,14.1083,NaN,1
862,0,2,0,21,1,0,11.5,NaN,1
863,1,1,1,48,0,0,25.9292,D17,1
864,0,3,1,NaN,8,2,69.55,NaN,1
865,0,2,0,24,0,0,13,NaN,1
866,1,2,1,42,0,0,13,NaN,1
867,1,2,1,27,1,0,13.8583,NaN,3
868,0,1,0,31,0,0,50.4958,A24,1
869,0,3,0,NaN,0,0,9.5,NaN,1
870,1,3,0,4,1,1,11.1333,NaN,1
871,0,3,0,26,0,0,7.8958,NaN,1
872,1,1,1,47,1,1,52.5542,D35,1
873,0,1,0,33,0,0,5,B51 B53 B55,1
874,0,3,0,47,0,0,9,NaN,1
875,1,2,1,28,1,0,24,NaN,3
876,1,3,1,15,0,0,7.225,NaN,3
877,0,3,0,20,0,0,9.8458,NaN,1
878,0,3,0,19,0,0,7.8958,NaN,1
879,0,3,0,NaN,0,0,7.8958,NaN,1
880,1,1,1,56,0,1,83.1583,C50,3
881,1,2,1,25,0,1,26,NaN,1
882,0,3,0,33,0,0,7.8958,NaN,1
883,0,3,1,22,0,0,10.5167,NaN,1
884,0,2,0,28,0,0,10.5,NaN,1
885,0,3,0,25,0,0,7.05,NaN,1
886,0,3,1,39,0,5,29.125,NaN,2
887,0,2,0,27,0,0,13,NaN,1
888,1,1,1,19,0,0,30,B42,1
889,0,3,1,NaN,1,2,23.45,NaN,1
890,1,1,0,26,0,0,30,C148,3
891,0,3,0,32,0,0,7.75,NaN,2
